,A,B,Support,Confidence,Lift
282,"['mineral water', 'frozen vegetables', 'chocolate']","['ground beef', 'nan']",0.003332888948140248,0.34246575342465757,3.4855300087358976
120,"['mineral water', 'frozen vegetables', 'chocolate']",['ground beef'],0.003332888948140248,0.34246575342465757,3.4855300087358976
205,"['frozen vegetables', 'tomatoes']","['shrimp', 'nan']",0.003999466737768298,0.2479338842975207,3.4761720861975753
208,"['nan', 'frozen vegetables', 'tomatoes']",['shrimp'],0.003999466737768298,0.2479338842975207,3.4696866905143704
51,"['frozen vegetables', 'tomatoes']",['shrimp'],0.003999466737768298,0.2479338842975207,3.4696866905143704
369,"['spaghetti', 'mineral water', 'nan', 'tomatoes']",['frozen vegetables'],0.0030662578322890282,0.32857142857142857,3.447012987012987
366,"['spaghetti', 'mineral water', 'tomatoes']","['nan', 'frozen vegetables']",0.0030662578322890282,0.32857142857142857,3.447012987012987
199,"['spaghetti', 'mineral water', 'tomatoes']",['frozen vegetables'],0.0030662578322890282,0.32857142857142857,3.447012987012987
236,"['spaghetti', 'nan', 'pepper']",['ground beef'],0.003332888948140248,0.33783783783783783,3.4384282518610876
235,"['spaghetti', 'pepper']","['ground beef', 'nan']",0.003332888948140248,0.33783783783783783,3.4384282518610876
66,"['spaghetti', 'pepper']",['ground beef'],0.003332888948140248,0.33783783783783783,3.4384282518610876
71,['light cream'],"['spaghetti', 'mineral water']",0.003199573390214638,0.20512820512820515,3.4345238095238098
246,"['nan', 'light cream']","['spaghetti', 'mineral water']",0.003199573390214638,0.20512820512820515,3.4345238095238098
245,['light cream'],"['spaghetti', 'mineral water', 'nan']",0.003199573390214638,0.20512820512820515,3.4345238095238098
321,"['mineral water', 'frozen vegetables', 'milk']","['ground beef', 'nan']",0.0037328356219170776,0.3373493975903614,3.4334570302921317
164,"['mineral water', 'frozen vegetables', 'milk']",['ground beef'],0.0037328356219170776,0.3373493975903614,3.4334570302921317
324,"['mineral water', 'nan', 'frozen vegetables', 'milk']",['ground beef'],0.0037328356219170776,0.3373493975903614,3.4334570302921317
266,"['soup', 'mineral water']","['nan', 'olive oil']",0.005199306759098787,0.22543352601156072,3.429973384609973
267,"['soup', 'mineral water', 'nan']",['olive oil'],0.005199306759098787,0.22543352601156072,3.4230301186492245
82,"['soup', 'mineral water']",['olive oil'],0.005199306759098787,0.22543352601156072,3.4230301186492245
261,"['soup', 'tomatoes']","['nan', 'milk']",0.0030662578322890282,0.44230769230769235,3.4133230452674903
263,"['soup', 'nan', 'tomatoes']",['milk'],0.0030662578322890282,0.44230769230769235,3.4133230452674903
80,"['soup', 'tomatoes']",['milk'],0.0030662578322890282,0.44230769230769235,3.4133230452674903
225,"['ground beef', 'milk']","['nan', 'olive oil']",0.004932675643247567,0.22424242424242427,3.4118507591124225
62,"['ground beef', 'milk']",['olive oil'],0.004932675643247567,0.22424242424242427,3.40494417862839
226,"['ground beef', 'nan', 'milk']",['olive oil'],0.004932675643247567,0.22424242424242427,3.40494417862839
294,"['spaghetti', 'frozen vegetables', 'chocolate']","['nan', 'milk']",0.0034662045060658577,0.44067796610169485,3.4007463207086555
296,"['spaghetti', 'nan', 'frozen vegetables', 'chocolate']",['milk'],0.0034662045060658577,0.44067796610169485,3.4007463207086555
126,"['spaghetti', 'frozen vegetables', 'chocolate']",['milk'],0.0034662045060658577,0.44067796610169485,3.4007463207086555
161,"['nan', 'frozen vegetables', 'green tea']",['tomatoes'],0.003332888948140248,0.2314814814814815,3.38468341635983
160,"['frozen vegetables', 'green tea']","['nan', 'tomatoes']",0.003332888948140248,0.2314814814814815,3.38468341635983
41,"['frozen vegetables', 'green tea']",['tomatoes'],0.003332888948140248,0.2314814814814815,3.38468341635983
149,"['herb & pepper', 'nan', 'eggs']",['ground beef'],0.0041327822956939075,0.3297872340425532,3.3564912381997174
147,"['herb & pepper', 'eggs']","['ground beef', 'nan']",0.0041327822956939075,0.3297872340425532,3.3564912381997174
31,"['herb & pepper', 'eggs']",['ground beef'],0.0041327822956939075,0.3297872340425532,3.3564912381997174
360,"['shrimp', 'nan', 'frozen vegetables']","['spaghetti', 'mineral water']",0.003332888948140248,0.2,3.3486607142857148
371,"['ground beef', 'nan', 'milk']","['spaghetti', 'mineral water']",0.004399413411545127,0.2,3.3486607142857148
370,"['ground beef', 'milk']","['spaghetti', 'mineral water', 'nan']",0.004399413411545127,0.2,3.3486607142857148
358,"['shrimp', 'frozen vegetables']","['spaghetti', 'mineral water', 'nan']",0.003332888948140248,0.2,3.3486607142857148
194,"['shrimp', 'frozen vegetables']","['spaghetti', 'mineral water']",0.003332888948140248,0.2,3.3486607142857148
224,"['ground beef', 'milk']","['spaghetti', 'mineral water']",0.004399413411545127,0.2,3.3486607142857148
234,"['spaghetti', 'mineral water', 'tomatoes']",['ground beef'],0.0030662578322890282,0.32857142857142857,3.344117076952898
383,"['spaghetti', 'mineral water', 'nan', 'tomatoes']",['ground beef'],0.0030662578322890282,0.32857142857142857,3.344117076952898
381,"['spaghetti', 'mineral water', 'tomatoes']","['ground beef', 'nan']",0.0030662578322890282,0.32857142857142857,3.344117076952898
213,"['spaghetti', 'nan', 'tomatoes']",['frozen vegetables'],0.006665777896280496,0.3184713375796179,3.341053850607991
211,"['spaghetti', 'tomatoes']","['nan', 'frozen vegetables']",0.006665777896280496,0.3184713375796179,3.341053850607991
54,"['spaghetti', 'tomatoes']",['frozen vegetables'],0.006665777896280496,0.3184713375796179,3.341053850607991
127,"['spaghetti', 'milk', 'chocolate']",['frozen vegetables'],0.0034662045060658577,0.3170731707317073,3.3263858093126384
295,"['spaghetti', 'milk', 'chocolate']","['nan', 'frozen vegetables']",0.0034662045060658577,0.3170731707317073,3.3263858093126384
297,"['spaghetti', 'nan', 'milk', 'chocolate']",['frozen vegetables'],0.0034662045060658577,0.3170731707317073,3.3263858093126384
331,"['ground beef', 'nan', 'milk', 'spaghetti']",['frozen vegetables'],0.0030662578322890282,0.3150684931506849,3.305354919053549
168,"['ground beef', 'milk', 'spaghetti']",['frozen vegetables'],0.0030662578322890282,0.3150684931506849,3.305354919053549
328,"['ground beef', 'milk', 'spaghetti']","['nan', 'frozen vegetables']",0.0030662578322890282,0.3150684931506849,3.305354919053549
243,"['ground beef', 'nan', 'tomato sauce']",['spaghetti'],0.0030662578322890282,0.5750000000000001,3.3025076569678413
240,"['ground beef', 'tomato sauce']","['spaghetti', 'nan']",0.0030662578322890282,0.5750000000000001,3.3025076569678413
69,"['ground beef', 'tomato sauce']",['spaghetti'],0.0030662578322890282,0.5750000000000001,3.3025076569678413
60,"['herb & pepper', 'nan']",['ground beef'],0.015997866951073192,0.3234501347708895,3.2919938411349285
4,['herb & pepper'],['ground beef'],0.015997866951073192,0.3234501347708895,3.2919938411349285
59,['herb & pepper'],"['ground beef', 'nan']",0.015997866951073192,0.3234501347708895,3.2919938411349285
214,"['spaghetti', 'grated cheese']","['ground beef', 'nan']",0.005332622317024397,0.3225806451612903,3.283144395325426
55,"['spaghetti', 'grated cheese']",['ground beef'],0.005332622317024397,0.3225806451612903,3.283144395325426
215,"['spaghetti', 'nan', 'grated cheese']",['ground beef'],0.005332622317024397,0.3225806451612903,3.283144395325426
28,"['ground beef', 'cooking oil']",['spaghetti'],0.004799360085321957,0.5714285714285714,3.2819951870487856
141,"['ground beef', 'cooking oil']","['spaghetti', 'nan']",0.004799360085321957,0.5714285714285714,3.2819951870487856
143,"['ground beef', 'nan', 'cooking oil']",['spaghetti'],0.004799360085321957,0.5714285714285714,3.2819951870487856
185,"['frozen vegetables', 'olive oil']","['nan', 'milk']",0.004799360085321957,0.4235294117647058,3.2684095860566447
187,"['nan', 'frozen vegetables', 'olive oil']",['milk'],0.004799360085321957,0.4235294117647058,3.2684095860566447
44,"['frozen vegetables', 'olive oil']",['milk'],0.004799360085321957,0.4235294117647058,3.2684095860566447
130,"['frozen vegetables', 'chocolate']","['shrimp', 'nan']",0.005332622317024397,0.23255813953488375,3.260595522712454
132,"['nan', 'frozen vegetables', 'chocolate']",['shrimp'],0.005332622317024397,0.23255813953488375,3.2545123221103784
24,"['frozen vegetables', 'chocolate']",['shrimp'],0.005332622317024397,0.23255813953488375,3.2545123221103784
12,"['turkey', 'milk']",['burgers'],0.003199573390214638,0.2823529411764706,3.2384241770102533
99,"['turkey', 'nan', 'milk']",['burgers'],0.003199573390214638,0.2823529411764706,3.2384241770102533
98,"['turkey', 'milk']","['burgers', 'nan']",0.003199573390214638,0.2823529411764706,3.2384241770102533
384,"['spaghetti', 'mineral water', 'milk']","['nan', 'olive oil']",0.003332888948140248,0.211864406779661,3.223519097878777
382,"['ground beef', 'mineral water', 'nan', 'tomatoes']",['spaghetti'],0.0030662578322890282,0.5609756097560976,3.221958689724723
379,"['ground beef', 'mineral water', 'tomatoes']","['spaghetti', 'nan']",0.0030662578322890282,0.5609756097560976,3.221958689724723
233,"['ground beef', 'mineral water', 'tomatoes']",['spaghetti'],0.0030662578322890282,0.5609756097560976,3.221958689724723
193,"['shrimp', 'mineral water', 'nan']",['frozen vegetables'],0.007199040127982935,0.3068181818181818,3.218801652892562
315,"['spaghetti', 'mineral water', 'milk']","['frozen smoothie', 'nan']",0.003199573390214638,0.2033898305084746,3.218622613173139
347,"['soup', 'frozen vegetables', 'milk']","['mineral water', 'nan']",0.0030662578322890282,0.7666666666666666,3.218112292482745
385,"['spaghetti', 'mineral water', 'nan', 'milk']",['olive oil'],0.003332888948140248,0.211864406779661,3.216993755575379
247,"['spaghetti', 'mineral water', 'milk']",['olive oil'],0.003332888948140248,0.211864406779661,3.216993755575379
353,"['soup', 'nan', 'frozen vegetables', 'milk']",['mineral water'],0.0030662578322890282,0.7666666666666666,3.21631245339299
180,"['soup', 'frozen vegetables', 'milk']",['mineral water'],0.0030662578322890282,0.7666666666666666,3.21631245339299
9,"['spaghetti', 'avocado']",['milk'],0.003332888948140248,0.41666666666666663,3.215449245541838
93,"['spaghetti', 'avocado', 'nan']",['milk'],0.003332888948140248,0.41666666666666663,3.215449245541838
92,"['spaghetti', 'avocado']","['nan', 'milk']",0.003332888948140248,0.41666666666666663,3.215449245541838
317,"['spaghetti', 'mineral water', 'nan', 'milk']",['frozen smoothie'],0.003199573390214638,0.2033898305084746,3.211846565566459
159,"['spaghetti', 'mineral water', 'milk']",['frozen smoothie'],0.003199573390214638,0.2033898305084746,3.211846565566459
95,"['cake', 'nan', 'milk']",['burgers'],0.0037328356219170776,0.27999999999999997,3.211437308868501
94,"['cake', 'milk']","['burgers', 'nan']",0.0037328356219170776,0.27999999999999997,3.211437308868501
10,"['cake', 'milk']",['burgers'],0.0037328356219170776,0.27999999999999997,3.211437308868501
192,"['shrimp', 'mineral water']","['nan', 'frozen vegetables']",0.007199040127982935,0.30508474576271183,3.200616332819722
47,"['shrimp', 'mineral water']",['frozen vegetables'],0.007199040127982935,0.30508474576271183,3.200616332819722
121,"['ground beef', 'mineral water', 'chocolate']",['frozen vegetables'],0.003332888948140248,0.30487804878048785,3.1984478935698455
285,"['ground beef', 'mineral water', 'nan', 'chocolate']",['frozen vegetables'],0.003332888948140248,0.30487804878048785,3.1984478935698455
283,"['ground beef', 'mineral water', 'chocolate']","['nan', 'frozen vegetables']",0.003332888948140248,0.30487804878048785,3.1984478935698455
273,"['spaghetti', 'tomatoes']","['nan', 'olive oil']",0.004399413411545127,0.21019108280254778,3.1980594565961677
90,"['spaghetti', 'tomatoes']",['olive oil'],0.004399413411545127,0.21019108280254778,3.19158565202816
275,"['spaghetti', 'nan', 'tomatoes']",['olive oil'],0.004399413411545127,0.21019108280254778,3.19158565202816
145,"['mineral water', 'frozen vegetables', 'eggs']",['milk'],0.0037328356219170776,0.411764705882353,3.177620430888405
308,"['mineral water', 'frozen vegetables', 'eggs']","['nan', 'milk']",0.0037328356219170776,0.411764705882353,3.177620430888405
309,"['mineral water', 'nan', 'frozen vegetables', 'eggs']",['milk'],0.0037328356219170776,0.411764705882353,3.177620430888405
91,"['spaghetti', 'whole wheat rice']",['tomatoes'],0.0030662578322890282,0.2169811320754717,3.1726617382029496
277,"['spaghetti', 'nan', 'whole wheat rice']",['tomatoes'],0.0030662578322890282,0.2169811320754717,3.1726617382029496
276,"['spaghetti', 'whole wheat rice']","['nan', 'tomatoes']",0.0030662578322890282,0.2169811320754717,3.1726617382029496
125,"['mineral water', 'frozen vegetables', 'chocolate']",['milk'],0.003999466737768298,0.4109589041095891,3.1714019956029094
228,"['ground beef', 'nan', 'soup']",['milk'],0.003999466737768298,0.4109589041095891,3.1714019956029094
293,"['mineral water', 'nan', 'frozen vegetables', 'chocolate']",['milk'],0.003999466737768298,0.4109589041095891,3.1714019956029094
227,"['ground beef', 'soup']","['nan', 'milk']",0.003999466737768298,0.4109589041095891,3.1714019956029094
63,"['ground beef', 'soup']",['milk'],0.003999466737768298,0.4109589041095891,3.1714019956029094
292,"['mineral water', 'frozen vegetables', 'chocolate']","['nan', 'milk']",0.003999466737768298,0.4109589041095891,3.1714019956029094
42,"['spaghetti', 'frozen vegetables']",['ground beef'],0.008665511265164644,0.31100478468899523,3.165328208890303
171,"['spaghetti', 'frozen vegetables']","['ground beef', 'nan']",0.008665511265164644,0.31100478468899523,3.165328208890303
172,"['spaghetti', 'nan', 'frozen vegetables']",['ground beef'],0.008665511265164644,0.31100478468899523,3.165328208890303
17,"['ground beef', 'chicken']",['milk'],0.0038661511798426876,0.40845070422535207,3.152046020981858
109,"['ground beef', 'nan', 'chicken']",['milk'],0.0038661511798426876,0.40845070422535207,3.152046020981858
108,"['ground beef', 'chicken']","['nan', 'milk']",0.0038661511798426876,0.40845070422535207,3.152046020981858
323,"['ground beef', 'mineral water', 'nan', 'frozen vegetables']",['milk'],0.0037328356219170776,0.40579710144927533,3.1315679608755294
163,"['ground beef', 'mineral water', 'frozen vegetables']",['milk'],0.0037328356219170776,0.40579710144927533,3.1315679608755294
319,"['ground beef', 'mineral water', 'frozen vegetables']","['nan', 'milk']",0.0037328356219170776,0.40579710144927533,3.1315679608755294
200,"['spaghetti', 'frozen vegetables']","['nan', 'olive oil']",0.005732568990801226,0.20574162679425836,3.1303609383037156
48,"['spaghetti', 'frozen vegetables']",['olive oil'],0.005732568990801226,0.20574162679425836,3.1240241752707125
201,"['spaghetti', 'nan', 'frozen vegetables']",['olive oil'],0.005732568990801226,0.20574162679425836,3.1240241752707125
72,['light cream'],"['nan', 'olive oil']",0.003199573390214638,0.20512820512820515,3.121027721433401
6,['light cream'],['olive oil'],0.003199573390214638,0.20512820512820515,3.1147098515519573
73,"['nan', 'light cream']",['olive oil'],0.003199573390214638,0.20512820512820515,3.1147098515519573
254,"['soup', 'olive oil']","['nan', 'milk']",0.0035995200639914677,0.4029850746268656,3.1098673300165833
77,"['soup', 'olive oil']",['milk'],0.0035995200639914677,0.4029850746268656,3.1098673300165833
257,"['soup', 'nan', 'olive oil']",['milk'],0.0035995200639914677,0.4029850746268656,3.1098673300165833
133,"['shrimp', 'nan', 'chocolate']",['frozen vegetables'],0.005332622317024397,0.29629629629629634,3.1084175084175087
25,"['shrimp', 'chocolate']",['frozen vegetables'],0.005332622317024397,0.29629629629629634,3.1084175084175087
131,"['shrimp', 'chocolate']","['nan', 'frozen vegetables']",0.005332622317024397,0.29629629629629634,3.1084175084175087
11,"['turkey', 'chocolate']",['burgers'],0.0030662578322890282,0.27058823529411763,3.1034898363014927
96,"['turkey', 'chocolate']","['burgers', 'nan']",0.0030662578322890282,0.27058823529411763,3.1034898363014927
97,"['turkey', 'nan', 'chocolate']",['burgers'],0.0030662578322890282,0.27058823529411763,3.1034898363014927
387,"['spaghetti', 'mineral water', 'milk']","['nan', 'tomatoes']",0.003332888948140248,0.211864406779661,3.0978458387022165
389,"['spaghetti', 'mineral water', 'nan', 'milk']",['tomatoes'],0.003332888948140248,0.211864406779661,3.0978458387022165
249,"['spaghetti', 'mineral water', 'milk']",['tomatoes'],0.003332888948140248,0.211864406779661,3.0978458387022165
46,"['milk', 'tomatoes']",['frozen vegetables'],0.0041327822956939075,0.29523809523809524,3.0973160173160172
190,"['milk', 'tomatoes']","['nan', 'frozen vegetables']",0.0041327822956939075,0.29523809523809524,3.0973160173160172
191,"['nan', 'milk', 'tomatoes']",['frozen vegetables'],0.0041327822956939075,0.29523809523809524,3.0973160173160172
184,"['frozen vegetables', 'milk']","['nan', 'olive oil']",0.004799360085321957,0.20338983050847456,3.094578333963626
258,"['spaghetti', 'milk']","['nan', 'olive oil']",0.007199040127982935,0.20300751879699247,3.088761457396025
186,"['nan', 'frozen vegetables', 'milk']",['olive oil'],0.004799360085321957,0.20338983050847456,3.088314005352364
43,"['frozen vegetables', 'milk']",['olive oil'],0.004799360085321957,0.20338983050847456,3.088314005352364
251,"['shrimp', 'nan', 'olive oil']",['milk'],0.003199573390214638,0.39999999999999997,3.0868312757201646
78,"['spaghetti', 'milk']",['olive oil'],0.007199040127982935,0.20300751879699247,3.0825089038385434
259,"['spaghetti', 'nan', 'milk']",['olive oil'],0.007199040127982935,0.20300751879699247,3.0825089038385434
29,"['spaghetti', 'cooking oil']",['ground beef'],0.004799360085321957,0.3025210084033613,3.0789824749438446
142,"['spaghetti', 'cooking oil']","['ground beef', 'nan']",0.004799360085321957,0.3025210084033613,3.0789824749438446
144,"['spaghetti', 'nan', 'cooking oil']",['ground beef'],0.004799360085321957,0.3025210084033613,3.0789824749438446
326,"['ground beef', 'frozen vegetables', 'milk']","['spaghetti', 'nan']",0.0030662578322890282,0.5348837209302326,3.0721001460165964
122,"['ground beef', 'frozen vegetables', 'chocolate']",['spaghetti'],0.0030662578322890282,0.5348837209302326,3.0721001460165964
329,"['ground beef', 'nan', 'frozen vegetables', 'milk']",['spaghetti'],0.0030662578322890282,0.5348837209302326,3.0721001460165964
289,"['ground beef', 'nan', 'frozen vegetables', 'chocolate']",['spaghetti'],0.0030662578322890282,0.5348837209302326,3.0721001460165964
286,"['ground beef', 'frozen vegetables', 'chocolate']","['spaghetti', 'nan']",0.0030662578322890282,0.5348837209302326,3.0721001460165964
166,"['ground beef', 'frozen vegetables', 'milk']",['spaghetti'],0.0030662578322890282,0.5348837209302326,3.0721001460165964
116,"['spaghetti', 'chicken']","['nan', 'olive oil']",0.0034662045060658577,0.20155038759689922,3.0665911914083996
306,"['spaghetti', 'mineral water', 'chocolate']","['shrimp', 'nan']",0.0034662045060658577,0.21848739495798317,3.063315793607162
23,"['spaghetti', 'chicken']",['olive oil'],0.0034662045060658577,0.20155038759689922,3.0603835169318647
117,"['spaghetti', 'nan', 'chicken']",['olive oil'],0.0034662045060658577,0.20155038759689922,3.0603835169318647
270,"['spaghetti', 'pancakes']","['nan', 'olive oil']",0.005065991201173177,0.20105820105820105,3.0591025682303568
307,"['spaghetti', 'mineral water', 'nan', 'chocolate']",['shrimp'],0.0034662045060658577,0.21848739495798317,3.0576006522011783
140,"['spaghetti', 'mineral water', 'chocolate']",['shrimp'],0.0034662045060658577,0.21848739495798317,3.0576006522011783
271,"['spaghetti', 'nan', 'pancakes']",['olive oil'],0.005065991201173177,0.20105820105820105,3.0529100529100526
88,"['spaghetti', 'pancakes']",['olive oil'],0.005065991201173177,0.20105820105820105,3.0529100529100526
136,"['soup', 'chocolate']","['nan', 'milk']",0.003999466737768298,0.3947368421052632,3.0462150747238472
137,"['soup', 'nan', 'chocolate']",['milk'],0.003999466737768298,0.3947368421052632,3.0462150747238472
27,"['soup', 'chocolate']",['milk'],0.003999466737768298,0.3947368421052632,3.0462150747238472
374,"['spaghetti', 'mineral water', 'olive oil']","['ground beef', 'nan']",0.0030662578322890282,0.2987012987012987,3.0401064335935435
375,"['spaghetti', 'mineral water', 'nan', 'olive oil']",['ground beef'],0.0030662578322890282,0.2987012987012987,3.0401064335935435
230,"['spaghetti', 'mineral water', 'olive oil']",['ground beef'],0.0030662578322890282,0.2987012987012987,3.0401064335935435
74,"['shrimp', 'olive oil']",['milk'],0.003199573390214638,0.3934426229508197,3.0362274843149164
250,"['shrimp', 'olive oil']","['nan', 'milk']",0.003199573390214638,0.3934426229508197,3.0362274843149164
150,"['eggs', 'red wine']","['spaghetti', 'nan']",0.0037328356219170776,0.5283018867924528,3.0342974370828397
32,"['eggs', 'red wine']",['spaghetti'],0.0037328356219170776,0.5283018867924528,3.0342974370828397
151,"['nan', 'eggs', 'red wine']",['spaghetti'],0.0037328356219170776,0.5283018867924528,3.0342974370828397
216,"['ground beef', 'green tea']","['nan', 'tomatoes']",0.0030662578322890282,0.2072072072072072,3.0297490472929067
217,"['ground beef', 'nan', 'green tea']",['tomatoes'],0.0030662578322890282,0.2072072072072072,3.0297490472929067
56,"['ground beef', 'green tea']",['tomatoes'],0.0030662578322890282,0.2072072072072072,3.0297490472929067
119,"['mineral water', 'eggs', 'chocolate']",['ground beef'],0.003999466737768298,0.29702970297029707,3.023093354111531
279,"['mineral water', 'eggs', 'chocolate']","['ground beef', 'nan']",0.003999466737768298,0.29702970297029707,3.023093354111531
281,"['mineral water', 'nan', 'eggs', 'chocolate']",['ground beef'],0.003999466737768298,0.29702970297029707,3.023093354111531
357,"['spaghetti', 'mineral water', 'nan', 'milk']",['frozen vegetables'],0.004532728969470737,0.28813559322033894,3.0228043143297376
356,"['spaghetti', 'mineral water', 'milk']","['nan', 'frozen vegetables']",0.004532728969470737,0.28813559322033894,3.0228043143297376
183,"['spaghetti', 'mineral water', 'milk']",['frozen vegetables'],0.004532728969470737,0.28813559322033894,3.0228043143297376
202,"['spaghetti', 'frozen vegetables']","['shrimp', 'nan']",0.005999200106652446,0.21531100478468898,3.0187810222242093
49,"['spaghetti', 'frozen vegetables']",['shrimp'],0.005999200106652446,0.21531100478468898,3.0131489680782684
203,"['spaghetti', 'nan', 'frozen vegetables']",['shrimp'],0.005999200106652446,0.21531100478468898,3.0131489680782684
237,"['ground beef', 'shrimp']","['spaghetti', 'nan']",0.005999200106652446,0.5232558139534884,3.005315360233627
238,"['ground beef', 'nan', 'shrimp']",['spaghetti'],0.005999200106652446,0.5232558139534884,3.005315360233627
67,"['ground beef', 'shrimp']",['spaghetti'],0.005999200106652446,0.5232558139534884,3.005315360233627
198,"['mineral water', 'frozen vegetables', 'tomatoes']",['spaghetti'],0.0030662578322890282,0.5227272727272727,3.0022796881525826
368,"['mineral water', 'nan', 'frozen vegetables', 'tomatoes']",['spaghetti'],0.0030662578322890282,0.5227272727272727,3.0022796881525826
365,"['mineral water', 'frozen vegetables', 'tomatoes']","['spaghetti', 'nan']",0.0030662578322890282,0.5227272727272727,3.0022796881525826
